packages/workbench/tests/test_ascent_and_strategies.py	1.09
packages/workbench/tests/test_benchmark_admission.py	0.081
packages/workbench/tests/test_benchmark_attempts.py	0.038
packages/workbench/tests/test_block_report.py	0.044
packages/workbench/tests/test_build_candidate_totals.py	0.002
packages/workbench/tests/test_build_site_check.py	0.011
packages/workbench/tests/test_build_site_inputs.py	0.375
packages/workbench/tests/test_capture_and_export.py	0.301
packages/workbench/tests/test_catalogue_precision.py	3.806
packages/workbench/tests/test_check_page_policy.py	0.004
packages/workbench/tests/test_historical_summary_audit.py	0.008
packages/workbench/tests/test_packing_validity.py	0.025
packages/workbench/tests/test_python_contract_repairs.py	1.251
packages/workbench/tests/test_record_reference_tolerance.py	1.273
packages/workbench/tests/test_self_contained.py	0.016
packages/workbench/tests/test_summarize_annealing.py	0.027
packing/tests/test_admit_fixed_support_dual.py	2.004
packing/tests/test_admit_threshold_atom_orbits.py	0.02
packing/tests/test_admit_threshold_compression.py	8.981
packing/tests/test_agenda_map.py	0.363
packing/tests/test_analyze_bc303_h162_receipt.py	0.306
packing/tests/test_angle_grid_source_control.py	0.051
packing/tests/test_angle_near45_triangle_control.py	0.111
packing/tests/test_angle_near_axis_control.py	0.282
packing/tests/test_angle_source_control.py	0.014
packing/tests/test_angle_tile_certificate.py	0.15
packing/tests/test_assembly_coverage.py	0.139
packing/tests/test_audit_corner_dual_salvage.py	0.036
packing/tests/test_audit_ds7_lower_bounds.py	1.621
packing/tests/test_audit_n54_source_formula.py	0.658
packing/tests/test_bc303_t2_charge_sweep.py	0.149
packing/tests/test_bc303_t2_geometry_control.py	1.868
packing/tests/test_bead_tree.py	0.004
packing/tests/test_bench_colgen.py	0.048
packing/tests/test_bentz13.py	0.44
packing/tests/test_bentz46.py	0.042
packing/tests/test_bui_integer_count.py	1.878
packing/tests/test_bui_local_inequalities.py	0.005
packing/tests/test_calibration_boundary.py	0.113
packing/tests/test_campaign_runner_trust_boundary.py	3.086
packing/tests/test_campaign_tools.py	4.953
packing/tests/test_case_prose.py	0.04
packing/tests/test_census_tight_cells.py	0.115
packing/tests/test_certificate_citations.py	0.343
packing/tests/test_certificate_reach.py	6.557
packing/tests/test_change_scoped_selection.py	0.036
packing/tests/test_check_angle_grid_source_control.py	0.458
packing/tests/test_check_angle_near45_triangle_control.py	0.234
packing/tests/test_check_angle_near_axis_control.py	0.396
packing/tests/test_check_closed_polygon_cover.py	0.118
packing/tests/test_check_declared_bounds.py	4.893
packing/tests/test_check_diamond_cover_witness.py	0.355
packing/tests/test_check_full_square_compatibility.py	0.137
packing/tests/test_check_geometric_graph_certificate.py	0.158
packing/tests/test_check_h124_collision_source.py	0.139
packing/tests/test_check_h124_cover_source.py	0.335
packing/tests/test_check_instrument_normalization.py	0.465
packing/tests/test_check_katex.py	1.29
packing/tests/test_check_kernel_axis_lp.py	0.075
packing/tests/test_check_math_spans.py	0.005
packing/tests/test_check_n11_selection_routing.py	0.003
packing/tests/test_check_near45_localization.py	0.578
packing/tests/test_check_p12_escape_candidate.py	0.021
packing/tests/test_check_print_layout.py	0.628
packing/tests/test_check_published_site.py	0.017
packing/tests/test_check_robust_outer_corner_incompatibility.py	0.028
packing/tests/test_check_svg_rendering.py	1.015
packing/tests/test_check_weighted_clique_certificate.py	0.086
packing/tests/test_checkpoint_manifest.py	0.086
packing/tests/test_chunk_components.py	1.279
packing/tests/test_chunk_taxonomy.py	1.839
packing/tests/test_closed_polygon_cover.py	2.195
packing/tests/test_codex_log_rollup.py	0.256
packing/tests/test_codex_rollup_consumers.py	0.19
packing/tests/test_codex_task_tree_delta.py	0.05
packing/tests/test_colgen_checkpoint.py	0.212
packing/tests/test_command_help.py	1.994
packing/tests/test_compare_math_fonts.py	0.336
packing/tests/test_contact_assembly_labels.py	6.682
packing/tests/test_contact_enumeration_pricing.py	2.45
packing/tests/test_contact_full_cell.py	0.128
packing/tests/test_contact_full_cell_control.py	0.28
packing/tests/test_contact_full_cell_execution.py	0.075
packing/tests/test_contact_isomorph_free_burnside.py	2.394
packing/tests/test_contact_realization.py	0.027
packing/tests/test_contact_scaffold_atlas.py	0.003
packing/tests/test_control_anchors.py	0.051
packing/tests/test_core_shrink.py	0.171
packing/tests/test_corner_ownership_audit.py	0.262
packing/tests/test_cover.py	0.007
packing/tests/test_cpu_durations.py	2.411
packing/tests/test_decide_certificate.py	0.494
packing/tests/test_decide_threshold_certificate.py	2.991
packing/tests/test_declare_least_cell_mass.py	4.208
packing/tests/test_deep_gate_workflow.py	0.03
packing/tests/test_density_face_verifier.py	12.085
packing/tests/test_density_slab_verifier.py	0.659
packing/tests/test_derive_kingbird_facts.py	0.095
packing/tests/test_diamond_cover_screen.py	0.066
packing/tests/test_dilation_corollary.py	6.02
packing/tests/test_divide_and_concur.py	5.925
packing/tests/test_documentation_links.py	0.002
packing/tests/test_el_moumni7_case1.py	0.026
packing/tests/test_emission_precision.py	0.383
packing/tests/test_exact_construction_price.py	0.036
